Form Name,Form Created,Form Submitted,County,GPS Latitude,GPS Longitude,GPS Accuracy,Kenya Questionnaire,Kenya Multi Sector Mapping Project,In What Year Did This Establishment Begin Operations?,"How Many Services (Kenswitch, Mastercard, Pesa Point, Visa) Does the ATM Offer?",How Many Machines are Located at the ATM Booth?
Stand alone ATM,2015/03/23 12:51:42 PM,2015/03/23 12:55:32 PM,KISII,-0.69174,34.7818,11,Financial,Stand alone ATM,2010/01/01,3,1
Stand alone ATM,2015/03/24 11:01:31 AM,2015/03/24 11:05:13 AM,NAIROBI,-1.29367,36.88645,5,Financial,Stand alone ATM,2015/03/19,3,1
Stand alone ATM,2015/03/24 11:21:17 AM,2015/03/24 11:36:20 AM,NAIROBI,-1.31593,36.83438,6,Financial,Stand alone ATM,2013/03/24,2,1
Stand alone ATM,2015/03/24 11:36:27 AM,2015/03/24 11:39:27 AM,NAIROBI,-1.31603,36.83436,7,Financial,Stand alone ATM,2012/03/24,2,1
Stand alone ATM,2015/03/24 11:40:24 AM,2015/03/24 11:43:44 AM,NAIROBI,-1.31655,36.8342,8,Financial,Stand alone ATM,2012/03/24,2,1
Stand alone ATM,2015/03/24 11:43:53 AM,2015/03/24 11:48:37 AM,NAIROBI,-1.31655,36.83419,9,Financial,Stand alone ATM,2012/03/24,2,1
Stand alone ATM,2015/03/24 11:48:46 AM,2015/03/24 11:51:17 AM,NAIROBI,-1.31669,36.83421,7,Financial,Stand alone ATM,2015/01/24,2,1
Stand alone ATM,2015/03/24 11:52:31 AM,2015/03/24 11:55:38 AM,NAIROBI,-1.31649,36.83421,8,Financial,Stand alone ATM,2014/03/24,3,1
Stand alone ATM,2015/03/24 12:30:41 PM,2015/03/24 12:49:29 PM,MOMBASA,-4.00782,39.60431,7,Financial,Stand alone ATM,2008/08/04,1,1
Stand alone ATM,2015/03/24 01:31:43 PM,2015/03/24 01:39:32 PM,NAIROBI,-1.20685,36.89418,8,Financial,Stand alone ATM,2014/03/24,2,3
Stand alone ATM,2015/03/24 06:32:04 PM,2015/03/24 06:45:35 PM,NAIROBI,-1.29935,36.75958,8,Financial,Stand alone ATM,2010/01/02,2,2
Stand alone ATM,2015/03/25 09:17:12 AM,2015/03/25 09:24:17 AM,MOMBASA,-4.02536,39.63357,7,Financial,Stand alone ATM,2005/06/27,2,1
Stand alone ATM,2015/03/25 09:26:54 AM,2015/03/25 09:31:13 AM,NAIROBI,-1.28888,36.97143,10,Financial,Stand alone ATM,2013/03/25,3,1
Stand alone ATM,2015/03/25 09:29:26 AM,2015/03/25 09:31:53 AM,NAIROBI,-1.30164,36.888,4,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/03/25 09:32:01 AM,2015/03/25 09:33:54 AM,NAIROBI,-1.3017,36.88793,4,Financial,Stand alone ATM,2012/01/01,3,1
Stand alone ATM,2015/03/25 09:36:26 AM,2015/03/25 09:38:59 AM,NAIROBI,-1.30106,36.88815,4,Financial,Stand alone ATM,2012/01/01,3,1
Stand alone ATM,2015/03/25 09:40:43 AM,2015/03/25 09:43:39 AM,NAIROBI,-1.30112,36.88813,5,Financial,Stand alone ATM,2010/01/01,4,1
Stand alone ATM,2015/03/25 09:41:48 AM,2015/03/25 09:48:32 AM,NYERI,-0.17133,37.0224,8,Financial,Stand alone ATM,2013/01/01,1,1
Stand alone ATM,2015/03/25 11:58:05 AM,2015/03/25 12:03:16 PM,NAIROBI,-1.2902,36.97262,4,Financial,Stand alone ATM,2013/03/25,1,1
Stand alone ATM,2015/03/25 01:11:46 PM,2015/03/25 01:19:22 PM,KILIFI,-3.94808,39.74525,7,Financial,Stand alone ATM,2008/07/28,2,1
Stand alone ATM,2015/03/25 03:58:02 PM,2015/03/25 04:04:51 PM,MOMBASA,-4.06082,39.65844,12,Financial,Stand alone ATM,2008/09/28,3,1
Stand alone ATM,2015/03/25 04:12:34 PM,2015/03/25 04:16:22 PM,NAIROBI,-1.21294,36.89327,14,Financial,Stand alone ATM,2009/06/09,1,2
Stand alone ATM,2015/03/25 05:03:34 PM,2015/03/25 05:10:35 PM,MOMBASA,-4.06306,39.67273,11,Financial,Stand alone ATM,2001/01/01,3,2
Stand alone ATM,2015/03/25 05:27:19 PM,2015/03/25 05:37:38 PM,MOMBASA,-4.06294,39.67242,14,Financial,Stand alone ATM,2001/01/01,3,2
Stand alone ATM,2015/03/26 10:43:21 AM,2015/03/26 10:46:19 AM,NAIROBI,-1.30721,36.80252,4,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/03/26 11:09:30 AM,2015/03/26 11:12:48 AM,NAIROBI,-1.30718,36.80249,8,Financial,Stand alone ATM,2009/01/01,2,1
Stand alone ATM,2015/03/26 12:19:11 PM,2015/03/26 12:22:02 PM,NAIROBI,-1.28937,36.90129,15,Financial,Stand alone ATM,2013/01/01,2,1
Stand alone ATM,2015/03/26 12:29:46 PM,2015/03/26 12:37:10 PM,NAIROBI,-1.28931,36.90108,15,Financial,Stand alone ATM,2014/01/01,1,1
Stand alone ATM,2015/03/26 12:37:49 PM,2015/03/26 01:00:13 PM,NAIROBI,-1.28961,36.90122,9,Financial,Stand alone ATM,2013/01/01,3,1
Stand alone ATM,2015/03/26 01:01:17 PM,2015/03/26 01:06:14 PM,NAIROBI,-1.28927,36.90137,4,Financial,Stand alone ATM,2013/01/01,2,1
Stand alone ATM,2015/03/26 01:06:21 PM,2015/03/26 01:15:31 PM,NAIROBI,-1.28917,36.90133,4,Financial,Stand alone ATM,2013/01/01,1,1
Stand alone ATM,2015/03/26 01:45:51 PM,2015/03/26 02:25:30 PM,NAIROBI,-1.36659,36.72863,9,Financial,Stand alone ATM,2013/02/25,3,1
Stand alone ATM,2015/03/27 09:56:54 AM,2015/03/27 09:59:50 AM,NAIROBI,-1.22771,36.91827,14,Financial,Stand alone ATM,2011/01/01,2,2
Stand alone ATM,2015/03/27 12:15:52 PM,2015/03/27 12:23:21 PM,NAIROBI,-1.21112,36.89359,14,Financial,Stand alone ATM,2011/03/27,2,1
Stand alone ATM,2015/03/27 01:04:46 PM,2015/03/27 01:13:05 PM,MOMBASA,-4.04836,39.68677,13,Financial,Stand alone ATM,2014/07/23,1,1
Stand alone ATM,2015/03/27 12:23:42 PM,2015/03/27 01:23:26 PM,NAIROBI,-1.2097,36.89384,14,Financial,Stand alone ATM,2013/03/27,1,1
Stand alone ATM,2015/03/27 02:56:07 PM,2015/03/27 03:00:38 PM,NAIROBI,-1.28307,36.9594,8,Financial,Stand alone ATM,2014/06/27,3,1
Stand alone ATM,2015/03/27 06:37:44 PM,2015/03/27 08:12:35 PM,NAIROBI,-1.28116,36.96309,11,Financial,Stand alone ATM,2015/02/27,3,1
Stand alone ATM,2015/03/30 08:18:46 AM,2015/03/30 08:23:04 AM,NAIROBI,-1.30743,36.80251,13,Financial,Stand alone ATM,2011/01/01,1,1
Stand alone ATM,2015/03/30 08:57:49 AM,2015/03/30 09:02:44 AM,NAIROBI,-1.32314,36.89924,7,Financial,Stand alone ATM,2015/01/05,2,1
Stand alone ATM,2015/03/30 09:04:11 AM,2015/03/30 09:07:45 AM,NAIROBI,-1.32318,36.89922,6,Financial,Stand alone ATM,2013/10/30,2,2
Stand alone ATM,2015/03/30 09:37:58 AM,2015/03/30 09:46:30 AM,NAIROBI,-1.31983,36.83727,11,Financial,Stand alone ATM,2015/03/30,3,1
Stand alone ATM,2015/03/30 10:02:40 AM,2015/03/30 10:06:19 AM,NAIROBI,-1.3195,36.83695,5,Financial,Stand alone ATM,2015/03/30,4,1
Stand alone ATM,2015/03/30 10:08:59 AM,2015/03/30 10:11:40 AM,NAIROBI,-1.31916,36.83684,8,Financial,Stand alone ATM,2015/03/30,3,1
Stand alone ATM,2015/03/30 10:06:53 AM,2015/03/30 10:13:13 AM,NAIROBI,-1.34323,36.76412,9,Financial,Stand alone ATM,2011/02/28,3,1
Stand alone ATM,2015/03/30 10:15:27 AM,2015/03/30 10:18:29 AM,NAIROBI,-1.31923,36.8372,13,Financial,Stand alone ATM,2015/03/30,3,1
Stand alone ATM,2015/03/30 10:14:36 AM,2015/03/30 10:24:06 AM,NAIROBI,-1.34321,36.76415,5,Financial,Stand alone ATM,2013/01/27,1,1
Stand alone ATM,2015/03/30 10:25:18 AM,2015/03/30 10:36:11 AM,NAIROBI,-1.34317,36.76411,4,Financial,Stand alone ATM,2013/01/25,4,1
Stand alone ATM,2015/03/30 10:34:15 AM,2015/03/30 10:37:08 AM,KISUMU,-0.09795,34.7623,7,Financial,Stand alone ATM,2009/01/01,3,1
Stand alone ATM,2015/03/30 10:37:24 AM,2015/03/30 10:41:09 AM,KISUMU,-0.09791,34.76233,8,Financial,Stand alone ATM,2005/10/05,3,2
Stand alone ATM,2015/03/30 10:38:56 AM,2015/03/30 10:44:01 AM,NAIROBI,-1.34326,36.76412,6,Financial,Stand alone ATM,2013/01/24,2,1
Stand alone ATM,2015/03/30 10:45:07 AM,2015/03/30 10:48:22 AM,NAIROBI,-1.34319,36.76415,6,Financial,Stand alone ATM,2013/01/28,2,1
Stand alone ATM,2015/03/30 10:52:31 AM,2015/03/30 11:00:45 AM,NAKURU,-0.32995,35.94275,6,Financial,Stand alone ATM,2008/08/01,1,1
Stand alone ATM,2015/03/30 11:04:10 AM,2015/03/30 11:11:43 AM,NAIROBI,-1.2685,36.99202,7,Financial,Stand alone ATM,2010/01/01,1,6
Stand alone ATM,2015/03/30 01:01:43 PM,2015/03/30 01:06:51 PM,KILIFI,-3.62164,39.84929,8,Financial,Stand alone ATM,2010/08/24,1,1
Stand alone ATM,2015/03/30 01:22:01 PM,2015/03/30 01:29:52 PM,NAIROBI,-1.18937,36.9314,14,Financial,Stand alone ATM,2007/03/30,4,1
Stand alone ATM,2015/03/30 02:24:42 PM,2015/03/30 02:31:30 PM,NYERI,-0.55795,37.05322,6,Financial,Stand alone ATM,2009/01/01,2,2
Stand alone ATM,2015/03/30 03:37:35 PM,2015/03/30 03:41:12 PM,KISUMU,-0.10423,34.7525,13,Financial,Stand alone ATM,2012/01/01,1,1
Stand alone ATM,2015/03/30 04:55:46 PM,2015/03/30 05:07:13 PM,KISUMU,-0.09998,34.76813,9,Financial,Stand alone ATM,2011/01/01,2,1
Stand alone ATM,2015/03/30 05:07:40 PM,2015/03/30 05:09:55 PM,KISUMU,-0.09799,34.76222,6,Financial,Stand alone ATM,2005/01/01,1,2
Stand alone ATM,2015/04/01 08:40:13 AM,2015/04/01 08:48:07 AM,KISUMU,-0.09811,34.76236,9,Financial,Stand alone ATM,2005/01/01,1,1
Stand alone ATM,2015/04/01 10:00:39 AM,2015/04/01 10:21:35 AM,NAIROBI,-1.32887,36.89165,9,Financial,Stand alone ATM,2014/05/01,1,2
Stand alone ATM,2015/04/01 10:23:07 AM,2015/04/01 10:31:33 AM,NAIROBI,-1.32884,36.89136,5,Financial,Stand alone ATM,2010/01/01,3,1
Stand alone ATM,2015/04/01 10:32:27 AM,2015/04/01 10:41:50 AM,NAIROBI,-1.32882,36.8914,5,Financial,Stand alone ATM,2013/11/01,1,2
Stand alone ATM,2015/04/01 10:42:39 AM,2015/04/01 10:58:32 AM,NAIROBI,-1.32827,36.89176,13,Financial,Stand alone ATM,2010/02/01,4,1
Stand alone ATM,2015/04/01 11:01:26 AM,2015/04/01 11:04:33 AM,NYERI,-0.32844,36.9047,4,Financial,Stand alone ATM,2012/02/29,1,1
Stand alone ATM,2015/04/01 01:28:52 PM,2015/04/01 01:32:11 PM,KILIFI,-3.20888,40.11657,13,Financial,Stand alone ATM,2015/01/05,1,1
Stand alone ATM,2015/04/01 10:59:51 AM,2015/04/01 01:38:39 PM,NAIROBI,-1.32983,36.88942,11,Financial,Stand alone ATM,2012/04/01,1,1
Stand alone ATM,2015/04/01 01:32:30 PM,2015/04/01 01:49:41 PM,KILIFI,-3.20845,40.1164,7,Financial,Stand alone ATM,2014/01/17,3,1
Stand alone ATM,2015/04/01 01:49:16 PM,2015/04/01 01:58:28 PM,KIRINYAGA,-0.62455,37.25637,10,Financial,Stand alone ATM,2008/01/01,2,2
Stand alone ATM,2015/04/01 01:38:55 PM,2015/04/01 01:59:25 PM,NAIROBI,-1.32992,36.8894,12,Financial,Stand alone ATM,2011/01/01,2,1
Stand alone ATM,2015/04/01 02:04:24 PM,2015/04/01 02:08:00 PM,NAIROBI,-1.30976,36.91274,11,Financial,Stand alone ATM,2013/04/01,4,1
Stand alone ATM,2015/04/01 01:49:49 PM,2015/04/01 02:09:47 PM,KILIFI,-3.20835,40.11639,7,Financial,Stand alone ATM,2014/01/06,2,1
Stand alone ATM,2015/04/01 02:00:13 PM,2015/04/01 02:10:19 PM,NAIROBI,-1.32243,36.70823,6,Financial,Stand alone ATM,2013/09/29,4,1
Stand alone ATM,2015/04/01 02:44:02 PM,2015/04/01 02:55:04 PM,NAIROBI,-1.19678,36.92595,8,Financial,Stand alone ATM,2010/01/01,1,1
Stand alone ATM,2015/04/01 02:57:25 PM,2015/04/01 03:05:27 PM,NAIROBI,-1.19669,36.92589,6,Financial,Stand alone ATM,2013/09/21,2,1
Stand alone ATM,2015/03/31 11:34:23 AM,2015/04/01 03:28:57 PM,NAIROBI,-1.28734,36.881,8,Financial,Stand alone ATM,2003/01/01,2,2
Stand alone ATM,2015/04/01 03:26:43 PM,2015/04/01 03:37:00 PM,NAIROBI,-1.32832,36.89172,4,Financial,Stand alone ATM,2011/01/01,3,1
Stand alone ATM,2015/04/01 03:37:34 PM,2015/04/01 03:55:06 PM,NAIROBI,-1.32814,36.89169,12,Financial,Stand alone ATM,2010/04/01,2,2
Stand alone ATM,2015/03/27 10:24:38 AM,2015/04/01 04:52:36 PM,KWALE,-4.28172,39.5674,5,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/04/02 08:49:42 AM,2015/04/02 08:54:13 AM,MACHAKOS,-1.39774,36.94221,9,Financial,Stand alone ATM,2014/07/02,3,1
Stand alone ATM,2015/04/02 09:18:42 AM,2015/04/02 09:21:27 AM,NAIROBI,-1.32414,36.70834,5,Financial,Stand alone ATM,2013/02/01,4,1
Stand alone ATM,2015/04/02 10:19:03 AM,2015/04/02 10:26:17 AM,NAIROBI,-1.32825,36.88257,11,Financial,Stand alone ATM,2012/04/02,1,1
Stand alone ATM,2015/04/02 09:21:38 AM,2015/04/02 10:28:22 AM,NAIROBI,-1.32413,36.70827,6,Financial,Stand alone ATM,2014/03/02,1,1
Stand alone ATM,2015/04/02 10:33:07 AM,2015/04/02 10:35:44 AM,KIAMBU,-1.1487,36.95921,10,Financial,Stand alone ATM,2009/02/02,2,3
Stand alone ATM,2015/04/02 10:42:13 AM,2015/04/02 10:46:39 AM,NAIROBI,-1.35267,36.7575,5,Financial,Stand alone ATM,2010/05/01,2,1
Stand alone ATM,2015/04/02 10:46:52 AM,2015/04/02 10:50:22 AM,NAIROBI,-1.35262,36.75765,6,Financial,Stand alone ATM,2010/03/01,3,1
Stand alone ATM,2015/04/02 10:57:28 AM,2015/04/02 11:05:46 AM,NAIROBI,-1.32634,36.70978,6,Financial,Stand alone ATM,2012/10/30,1,1
Stand alone ATM,2015/04/02 11:16:55 AM,2015/04/02 11:21:28 AM,MOMBASA,-4.04877,39.68572,6,Financial,Stand alone ATM,2014/09/10,3,1
Stand alone ATM,2015/04/02 11:32:14 AM,2015/04/02 11:34:36 AM,KIAMBU,-1.14832,36.95996,9,Financial,Stand alone ATM,2009/04/02,4,2
Stand alone ATM,2015/04/02 11:31:11 AM,2015/04/02 11:38:25 AM,NAIROBI,-1.32182,36.89926,5,Financial,Stand alone ATM,2013/04/02,3,1
Stand alone ATM,2015/04/02 11:38:33 AM,2015/04/02 11:40:21 AM,NAIROBI,-1.32173,36.89933,15,Financial,Stand alone ATM,2013/04/02,3,1
Stand alone ATM,2015/04/02 11:35:42 AM,2015/04/02 11:40:55 AM,NAIROBI,-1.32197,36.89954,9,Financial,Stand alone ATM,2013/01/26,4,1
Stand alone ATM,2015/04/02 11:40:39 AM,2015/04/02 11:46:26 AM,MOMBASA,-4.04949,39.6855,11,Financial,Stand alone ATM,2011/06/06,1,1
Stand alone ATM,2015/04/02 11:47:30 AM,2015/04/02 11:54:14 AM,MOMBASA,-4.04937,39.68571,10,Financial,Stand alone ATM,2010/01/05,2,1
Stand alone ATM,2015/04/02 11:55:17 AM,2015/04/02 12:04:58 PM,MOMBASA,-4.04942,39.68548,12,Financial,Stand alone ATM,2009/07/05,2,1
Stand alone ATM,2015/04/02 12:29:59 PM,2015/04/02 12:34:08 PM,MACHAKOS,-1.35946,36.9071,15,Financial,Stand alone ATM,2014/03/01,2,1
Stand alone ATM,2015/04/02 12:48:58 PM,2015/04/02 12:52:33 PM,NAIROBI,-1.31134,36.91349,5,Financial,Stand alone ATM,2013/03/02,3,1
Stand alone ATM,2015/04/02 12:48:33 PM,2015/04/02 12:53:04 PM,NAIROBI,-1.31144,36.91366,6,Financial,Stand alone ATM,2011/02/03,4,1
Stand alone ATM,2015/04/02 01:53:08 PM,2015/04/02 01:58:05 PM,MOMBASA,-4.01953,39.72069,8,Financial,Stand alone ATM,2008/07/01,3,1
Stand alone ATM,2015/04/02 01:58:18 PM,2015/04/02 02:00:58 PM,MOMBASA,-4.01948,39.72058,5,Financial,Stand alone ATM,2012/09/01,2,1
Stand alone ATM,2015/04/02 02:03:14 PM,2015/04/02 02:07:24 PM,MOMBASA,-4.01954,39.72088,9,Financial,Stand alone ATM,2013/06/01,4,1
Stand alone ATM,2015/04/02 03:01:22 PM,2015/04/02 03:18:13 PM,MOMBASA,-4.01967,39.72063,7,Financial,Stand alone ATM,2008/06/01,4,1
Stand alone ATM,2015/03/31 12:51:11 PM,2015/04/02 03:25:37 PM,KAJIADO,-1.48134,36.95652,5,Financial,Stand alone ATM,2010/04/02,2,1
Stand alone ATM,2015/04/02 03:18:26 PM,2015/04/02 03:44:34 PM,MOMBASA,-4.01951,39.72053,12,Financial,Stand alone ATM,2012/02/01,1,1
Stand alone ATM,2015/04/02 04:08:05 PM,2015/04/02 04:12:59 PM,MOMBASA,-4.04003,39.68098,10,Financial,Stand alone ATM,2014/01/07,1,1
Stand alone ATM,2015/04/02 03:44:47 PM,2015/04/02 04:14:13 PM,MOMBASA,-4.01943,39.72068,10,Financial,Stand alone ATM,2009/02/01,2,1
Stand alone ATM,2015/04/02 04:33:28 PM,2015/04/02 04:37:22 PM,KIAMBU,-1.14828,36.96007,15,Financial,Stand alone ATM,2008/09/02,2,1
Stand alone ATM,2015/04/02 05:03:04 PM,2015/04/02 05:06:19 PM,NAIROBI,-1.31282,36.81665,9,Financial,Stand alone ATM,2012/03/01,1,1
Stand alone ATM,2015/04/02 05:06:32 PM,2015/04/02 05:12:58 PM,NAIROBI,-1.31283,36.81661,8,Financial,Stand alone ATM,2012/03/01,2,1
Stand alone ATM,2015/04/02 05:14:32 PM,2015/04/02 05:17:06 PM,NAIROBI,-1.31293,36.81687,12,Financial,Stand alone ATM,2012/03/01,2,1
Stand alone ATM,2015/04/02 05:17:18 PM,2015/04/02 05:19:55 PM,NAIROBI,-1.31293,36.81684,8,Financial,Stand alone ATM,2012/03/01,2,1
Stand alone ATM,2015/04/02 12:34:18 PM,2015/04/02 08:59:56 PM,MACHAKOS,-1.35997,36.90652,14,Financial,Stand alone ATM,2013/03/01,2,1
Stand alone ATM,2015/04/02 12:23:59 PM,2015/04/07 10:09:06 AM,MACHAKOS,-1.35952,36.90709,15,Financial,Stand alone ATM,2013/08/02,3,1
Stand alone ATM,2015/04/07 10:09:15 AM,2015/04/07 11:53:47 AM,MACHAKOS,-1.39419,36.93915,4,Financial,Stand alone ATM,2014/06/13,3,1
Stand alone ATM,2015/04/07 01:25:53 PM,2015/04/07 01:28:22 PM,KIAMBU,-1.1065,37.01541,8,Financial,Stand alone ATM,2007/03/07,2,1
Stand alone ATM,2015/04/07 02:58:26 PM,2015/04/07 03:01:34 PM,KILIFI,-3.62698,39.85204,6,Financial,Stand alone ATM,2010/06/07,4,1
Stand alone ATM,2015/04/07 04:52:59 PM,2015/04/07 05:08:13 PM,NAIROBI,-1.1967,36.92422,9,Financial,Stand alone ATM,2013/04/07,1,2
Stand alone ATM,2015/04/07 05:10:21 PM,2015/04/07 05:13:40 PM,NAIROBI,-1.2672,36.81159,9,Financial,Stand alone ATM,2013/09/01,3,1
Stand alone ATM,2015/04/08 08:31:29 AM,2015/04/08 08:55:44 AM,KIAMBU,-1.24824,36.67622,5,Financial,Stand alone ATM,2012/06/09,2,1
Stand alone ATM,2015/04/08 10:49:35 AM,2015/04/08 11:01:22 AM,MACHAKOS,-1.45715,36.97498,6,Financial,Stand alone ATM,2007/01/01,3,2
Stand alone ATM,2015/04/08 11:36:06 AM,2015/04/08 11:39:51 AM,MACHAKOS,-1.45757,36.97513,11,Financial,Stand alone ATM,2010/01/01,3,1
Stand alone ATM,2015/04/08 12:22:26 PM,2015/04/08 12:27:59 PM,NYERI,-0.30818,36.79551,6,Financial,Stand alone ATM,2013/04/06,2,1
Stand alone ATM,2015/04/08 04:05:02 PM,2015/04/08 04:13:09 PM,NAIROBI,-1.31727,36.89585,6,Financial,Stand alone ATM,2012/04/08,3,1
Stand alone ATM,2015/04/08 04:15:27 PM,2015/04/08 04:29:58 PM,MOMBASA,-4.0608,39.65854,12,Financial,Stand alone ATM,2010/04/08,3,1
Stand alone ATM,2015/04/09 08:57:13 AM,2015/04/09 09:01:32 AM,KAJIADO,-1.39161,36.76632,8,Financial,Stand alone ATM,2014/01/09,1,1
Stand alone ATM,2015/04/07 05:00:33 PM,2015/04/09 09:03:55 AM,MACHAKOS,-1.3687,36.91705,8,Financial,Stand alone ATM,2010/07/13,3,1
Stand alone ATM,2015/04/09 10:38:22 AM,2015/04/09 10:58:36 AM,MACHAKOS,-1.44819,36.97578,6,Financial,Stand alone ATM,2013/04/09,1,1
Stand alone ATM,2015/04/09 11:12:22 AM,2015/04/09 11:16:31 AM,NAIROBI,-1.3087,36.90256,7,Financial,Stand alone ATM,2012/02/07,2,1
Stand alone ATM,2015/04/09 11:17:13 AM,2015/04/09 11:21:32 AM,NAIROBI,-1.30869,36.90239,6,Financial,Stand alone ATM,2014/11/05,3,1
Stand alone ATM,2015/04/09 10:54:40 AM,2015/04/09 11:23:25 AM,KILIFI,-3.35202,40.0148,12,Financial,Stand alone ATM,2013/10/01,2,1
Stand alone ATM,2015/04/09 12:06:40 PM,2015/04/09 12:08:36 PM,KAJIADO,-1.37443,36.7392,12,Financial,Stand alone ATM,2014/01/08,4,1
Stand alone ATM,2015/04/09 12:10:52 PM,2015/04/09 12:15:06 PM,KAJIADO,-1.39429,36.76388,11,Financial,Stand alone ATM,2014/03/08,1,1
Stand alone ATM,2015/04/07 05:47:18 PM,2015/04/09 12:56:24 PM,MOMBASA,-4.04949,39.68656,12,Financial,Stand alone ATM,2011/07/13,2,1
Stand alone ATM,2015/04/09 11:35:18 AM,2015/04/09 12:57:38 PM,MACHAKOS,-1.44772,36.97283,7,Financial,Stand alone ATM,2012/04/09,2,1
Stand alone ATM,2015/04/09 11:45:52 AM,2015/04/09 01:41:46 PM,KILIFI,-3.35048,40.01906,12,Financial,Stand alone ATM,2009/05/21,1,1
Stand alone ATM,2015/04/09 01:44:55 PM,2015/04/09 01:47:44 PM,KILIFI,-3.35087,40.01842,7,Financial,Stand alone ATM,2007/05/30,2,1
Stand alone ATM,2015/04/09 02:10:52 PM,2015/04/09 02:16:13 PM,KAJIADO,-1.39493,36.76353,8,Financial,Stand alone ATM,2011/05/08,1,2
Stand alone ATM,2015/04/09 02:40:28 PM,2015/04/09 02:43:13 PM,MACHAKOS,-1.44107,37.04595,15,Financial,Stand alone ATM,2014/06/07,2,1
Stand alone ATM,2015/04/09 02:02:41 PM,2015/04/09 03:17:26 PM,NAIROBI,-1.26163,36.80245,5,Financial,Stand alone ATM,2006/01/01,3,2
Stand alone ATM,2015/04/09 03:22:18 PM,2015/04/09 03:30:42 PM,NAIROBI,-1.26109,36.80245,7,Financial,Stand alone ATM,2005/04/09,2,1
Stand alone ATM,2015/04/09 03:33:08 PM,2015/04/09 03:54:51 PM,NAIROBI,-1.26155,36.80245,5,Financial,Stand alone ATM,2008/01/09,1,1
Stand alone ATM,2015/04/09 04:29:06 PM,2015/04/09 05:30:49 PM,NAIROBI,-1.26176,36.80188,13,Financial,Stand alone ATM,2009/01/05,1,1
Stand alone ATM,2015/04/10 09:28:56 AM,2015/04/10 09:34:15 AM,BUNGOMA,0.56847,34.65322,5,Financial,Stand alone ATM,2006/08/01,1,2
Stand alone ATM,2015/04/10 10:19:01 AM,2015/04/10 10:23:25 AM,MACHAKOS,-1.53251,37.13127,4,Financial,Stand alone ATM,2009/04/10,2,1
Stand alone ATM,2015/04/10 10:23:13 AM,2015/04/10 10:33:00 AM,MACHAKOS,-1.45207,36.97747,6,Financial,Stand alone ATM,2007/04/10,2,1
Stand alone ATM,2015/04/10 12:25:25 PM,2015/04/10 12:32:09 PM,MACHAKOS,-1.39368,36.94146,14,Financial,Stand alone ATM,2010/05/13,3,2
Stand alone ATM,2015/04/10 02:22:00 PM,2015/04/10 02:25:03 PM,KIRINYAGA,-0.66621,37.21108,6,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/04/10 02:25:17 PM,2015/04/10 02:30:02 PM,KIRINYAGA,-0.66605,37.21122,15,Financial,Stand alone ATM,2011/01/01,2,2
Stand alone ATM,2015/04/09 08:49:33 AM,2015/04/13 08:33:19 AM,KAJIADO,-1.33707,36.67078,11,Financial,Stand alone ATM,2013/05/14,4,1
Stand alone ATM,2015/04/13 01:23:17 PM,2015/04/13 01:29:31 PM,KIAMBU,-1.17083,36.82803,6,Financial,Stand alone ATM,2014/06/15,3,1
Stand alone ATM,2015/04/14 07:48:17 AM,2015/04/14 07:52:05 AM,MACHAKOS,-1.44449,36.99094,11,Financial,Stand alone ATM,2013/01/01,1,1
Stand alone ATM,2015/04/14 10:59:37 AM,2015/04/14 11:49:58 AM,KAJIADO,-1.47671,36.9586,7,Financial,Stand alone ATM,2012/04/14,2,1
Stand alone ATM,2015/04/15 09:43:28 AM,2015/04/15 09:46:42 AM,BUNGOMA,0.80626,34.46354,4,Financial,Stand alone ATM,2011/01/01,4,1
Stand alone ATM,2015/04/15 09:58:08 AM,2015/04/15 10:05:19 AM,KIAMBU,-1.05698,37.11212,5,Financial,Stand alone ATM,2015/04/15,2,4
Stand alone ATM,2015/04/15 10:03:12 AM,2015/04/15 10:07:30 AM,KIRINYAGA,-0.47513,37.23661,7,Financial,Stand alone ATM,2008/01/01,2,1
Stand alone ATM,2015/04/15 10:07:12 AM,2015/04/15 10:08:48 AM,KIAMBU,-1.05711,37.11212,5,Financial,Stand alone ATM,2015/04/15,2,1
Stand alone ATM,2015/04/15 10:09:02 AM,2015/04/15 10:10:48 AM,KIAMBU,-1.0571,37.11215,5,Financial,Stand alone ATM,2015/04/15,3,2
Stand alone ATM,2015/04/15 09:57:10 AM,2015/04/15 10:12:32 AM,MOMBASA,-4.00802,39.6042,5,Financial,Stand alone ATM,2011/01/03,1,1
Stand alone ATM,2015/04/15 10:10:58 AM,2015/04/15 10:13:08 AM,KIAMBU,-1.05707,37.11214,5,Financial,Stand alone ATM,2015/04/15,3,2
Stand alone ATM,2015/04/15 11:06:21 AM,2015/04/15 11:08:16 AM,KIAMBU,-1.16965,36.82698,5,Financial,Stand alone ATM,2015/04/15,2,1
Stand alone ATM,2015/04/13 07:58:21 AM,2015/04/15 03:11:04 PM,UASIN GISHU,0.63402,35.04964,9,Financial,Stand alone ATM,2013/08/08,2,2
Stand alone ATM,2015/04/16 11:04:02 AM,2015/04/16 11:26:06 AM,KIAMBU,-1.20694,36.78364,9,Financial,Stand alone ATM,2015/04/16,4,1
