Form Name,Form Created,Form Submitted,County,GPS Latitude,GPS Longitude,GPS Accuracy,Kenya Questionnaire,Kenya Multi Sector Mapping Project,In What Year Did This Establishment Begin Operations?,"How Many Services (Kenswitch, Mastercard, Pesa Point, Visa) Does the ATM Offer?",How Many Machines are Located at the ATM Booth?
Stand alone ATM,2015/04/16 11:46:13 AM,2015/04/16 11:49:52 AM,KAJIADO,-1.3967,36.75323,8,Financial,Stand alone ATM,2012/03/14,3,1
Stand alone ATM,2015/04/16 11:45:55 AM,2015/04/16 11:50:14 AM,KAJIADO,-1.39664,36.75335,8,Financial,Stand alone ATM,2010/03/15,3,1
Stand alone ATM,2015/04/17 08:13:56 AM,2015/04/17 08:28:59 AM,UASIN GISHU,0.52105,35.27637,12,Financial,Stand alone ATM,2014/06/03,3,2
Stand alone ATM,2015/04/17 08:44:24 AM,2015/04/17 08:49:38 AM,KAJIADO,-1.39679,36.75314,6,Financial,Stand alone ATM,2014/03/16,3,1
Stand alone ATM,2015/04/17 08:52:23 AM,2015/04/17 08:56:13 AM,KAJIADO,-1.39675,36.75335,8,Financial,Stand alone ATM,2014/10/17,4,1
Stand alone ATM,2015/04/17 08:56:24 AM,2015/04/17 09:02:08 AM,KAJIADO,-1.39677,36.75375,6,Financial,Stand alone ATM,2012/04/17,1,1
Stand alone ATM,2015/03/23 10:06:43 AM,2015/04/17 01:12:38 PM,KISUMU,-0.09784,34.76252,13,Financial,Stand alone ATM,2003/02/19,2,1
Stand alone ATM,2015/04/16 09:31:56 AM,2015/04/17 02:03:34 PM,KAJIADO,-1.36171,36.65555,14,Financial,Stand alone ATM,2013/03/15,3,1
Stand alone ATM,2015/04/17 02:25:14 PM,2015/04/17 02:34:34 PM,UASIN GISHU,0.67056,35.50806,6,Financial,Stand alone ATM,2010/01/01,3,1
Stand alone ATM,2015/04/01 03:29:07 PM,2015/04/20 09:21:06 AM,KIAMBU,-1.04109,37.0718,5,Financial,Stand alone ATM,2011/01/01,2,1
Stand alone ATM,2015/04/20 11:38:07 AM,2015/04/20 11:41:13 AM,KAJIADO,-1.68546,36.84631,10,Financial,Stand alone ATM,2015/04/20,1,2
Stand alone ATM,2015/04/20 12:38:52 PM,2015/04/20 12:41:51 PM,BUSIA,0.27931,34.11721,4,Financial,Stand alone ATM,2009/01/01,3,1
Stand alone ATM,2015/04/21 02:44:09 PM,2015/04/21 03:48:22 PM,KAKAMEGA,0.63335,34.97438,7,Financial,Stand alone ATM,2012/09/17,1,1
Stand alone ATM,2015/04/21 03:50:07 PM,2015/04/21 03:53:00 PM,KAKAMEGA,0.63337,34.97427,10,Financial,Stand alone ATM,2010/07/15,1,1
Stand alone ATM,2015/04/16 01:01:45 PM,2015/04/22 08:32:34 AM,KAJIADO,-1.36076,36.65571,3,Financial,Stand alone ATM,2013/09/12,3,1
Stand alone ATM,2015/04/22 08:39:29 AM,2015/04/22 08:41:21 AM,KAJIADO,-1.39648,36.75374,13,Financial,Stand alone ATM,2013/04/22,2,1
Stand alone ATM,2015/04/15 01:30:26 PM,2015/04/22 11:57:59 AM,MURANGA,-0.60218,36.95696,9,Financial,Stand alone ATM,2015/04/15,3,1
Stand alone ATM,2015/04/22 02:19:45 PM,2015/04/22 02:24:40 PM,KISUMU,-0.39627,35.00836,14,Financial,Stand alone ATM,2011/03/19,3,1
Stand alone ATM,2015/04/22 03:09:41 PM,2015/04/22 03:13:36 PM,KIAMBU,-1.10825,36.64054,7,Financial,Stand alone ATM,2007/12/22,1,1
Stand alone ATM,2015/04/23 10:06:47 AM,2015/04/23 10:09:57 AM,KAJIADO,-1.42891,36.68697,9,Financial,Stand alone ATM,2015/04/16,2,2
Stand alone ATM,2015/04/23 10:10:17 AM,2015/04/23 10:13:00 AM,KAJIADO,-1.4289,36.68715,11,Financial,Stand alone ATM,2015/04/17,2,4
Stand alone ATM,2015/04/23 10:42:07 AM,2015/04/23 10:47:41 AM,KIAMBU,-1.06357,37.14584,12,Financial,Stand alone ATM,2013/04/23,2,1
Stand alone ATM,2015/04/23 03:14:54 PM,2015/04/23 03:20:42 PM,UASIN GISHU,0.51893,35.27185,8,Financial,Stand alone ATM,2005/01/01,2,6
Stand alone ATM,2015/04/24 10:24:43 AM,2015/04/24 10:47:02 AM,KIAMBU,-1.22524,36.83976,14,Financial,Stand alone ATM,2015/04/24,1,1
Stand alone ATM,2015/04/24 10:47:10 AM,2015/04/24 10:49:25 AM,KIAMBU,-1.22489,36.84002,7,Financial,Stand alone ATM,2015/04/24,1,1
Stand alone ATM,2015/04/24 10:49:32 AM,2015/04/24 10:50:52 AM,KIAMBU,-1.22312,36.83923,14,Financial,Stand alone ATM,2015/04/24,1,1
Stand alone ATM,2015/04/24 10:51:00 AM,2015/04/24 10:52:52 AM,KIAMBU,-1.22497,36.84012,6,Financial,Stand alone ATM,2015/04/24,1,1
Stand alone ATM,2015/04/24 10:53:01 AM,2015/04/24 10:56:09 AM,KIAMBU,-1.22481,36.84005,14,Financial,Stand alone ATM,2015/04/24,2,1
Stand alone ATM,2015/04/24 04:46:18 PM,2015/04/24 04:53:00 PM,KAJIADO,-2.09724,36.79163,9,Financial,Stand alone ATM,2009/03/01,3,1
Stand alone ATM,2015/04/28 02:14:15 PM,2015/04/28 02:20:51 PM,KAJIADO,-1.39658,36.75122,13,Financial,Stand alone ATM,2014/03/27,4,1
Stand alone ATM,2015/04/29 01:23:16 PM,2015/04/29 01:48:39 PM,NAIROBI,-1.25831,36.80442,14,Financial,Stand alone ATM,2015/04/29,1,1
Stand alone ATM,2015/04/29 01:32:32 PM,2015/04/30 12:21:54 PM,NYANDARUA,-0.27299,36.37603,6,Financial,Stand alone ATM,2012/02/02,2,1
Stand alone ATM,2015/04/30 04:26:59 PM,2015/04/30 04:58:23 PM,KIAMBU,-1.28538,36.68729,6,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/04/17 03:48:34 PM,2015/05/04 10:27:19 AM,NAKURU,-0.9821,36.58581,9,Financial,Stand alone ATM,2011/11/01,2,1
Stand alone ATM,2015/05/04 10:27:58 AM,2015/05/04 10:34:06 AM,EMBU,-0.53764,37.45355,9,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/05/04 11:56:31 AM,2015/05/04 12:06:24 PM,MIGORI,-0.90616,34.53187,6,Financial,Stand alone ATM,2012/10/01,1,1
Stand alone ATM,2015/05/04 02:50:27 PM,2015/05/04 02:59:17 PM,TRANS NZOIA,1.0182,35.00208,14,Financial,Stand alone ATM,2006/07/04,2,3
Stand alone ATM,2015/05/04 02:18:32 PM,2015/05/04 03:37:56 PM,UASIN GISHU,0.51735,35.27775,6,Financial,Stand alone ATM,2012/03/31,2,1
Stand alone ATM,2015/05/05 09:46:40 AM,2015/05/05 09:52:38 AM,UASIN GISHU,0.2889,35.2925,6,Financial,Stand alone ATM,2003/01/01,2,1
Stand alone ATM,2015/05/05 10:34:17 AM,2015/05/05 02:28:02 PM,KITUI,-1.23038,37.91585,13,Financial,Stand alone ATM,2009/01/01,3,1
Stand alone ATM,2015/05/06 10:22:16 AM,2015/05/06 10:26:13 AM,KERICHO,-0.36388,35.28385,7,Financial,Stand alone ATM,2010/04/05,2,2
Stand alone ATM,2015/05/06 11:37:48 AM,2015/05/06 11:46:00 AM,KAKAMEGA,0.28903,34.75757,8,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/05/06 12:55:41 PM,2015/05/06 12:59:18 PM,UASIN GISHU,0.28275,35.29489,10,Financial,Stand alone ATM,2008/01/01,1,1
Stand alone ATM,2015/05/06 04:55:06 PM,2015/05/06 04:59:19 PM,UASIN GISHU,0.52045,35.27608,5,Financial,Stand alone ATM,2013/01/01,1,2
Stand alone ATM,2015/05/08 08:32:18 AM,2015/05/08 08:35:29 AM,NAKURU,-0.71861,36.4357,13,Financial,Stand alone ATM,2015/05/08,1,2
Stand alone ATM,2015/05/08 09:37:53 AM,2015/05/08 09:41:08 AM,KERICHO,-0.3731,35.28147,6,Financial,Stand alone ATM,2015/01/01,3,2
Stand alone ATM,2015/05/08 03:17:08 PM,2015/05/08 03:26:12 PM,KAKAMEGA,0.28199,34.75343,8,Financial,Stand alone ATM,2015/01/01,2,1
Stand alone ATM,2015/05/08 09:55:48 AM,2015/05/08 03:51:27 PM,BOMET,-0.78039,35.34124,5,Financial,Stand alone ATM,2015/01/02,1,1
Stand alone ATM,2015/05/11 08:39:40 AM,2015/05/11 08:43:41 AM,KERICHO,-0.33411,35.32558,13,Financial,Stand alone ATM,2013/01/01,2,2
Stand alone ATM,2015/05/11 12:48:06 PM,2015/05/11 01:01:34 PM,NAKURU,-0.71356,36.43068,13,Financial,Stand alone ATM,2015/05/11,1,3
Stand alone ATM,2015/05/11 12:55:00 PM,2015/05/11 01:06:55 PM,BOMET,-0.72725,35.35073,4,Financial,Stand alone ATM,2013/03/10,3,1
Stand alone ATM,2015/05/11 11:53:48 AM,2015/05/11 02:36:00 PM,KITUI,-0.93568,38.06212,10,Financial,Stand alone ATM,2014/11/17,4,1
Stand alone ATM,2015/05/11 12:57:39 PM,2015/05/11 03:03:13 PM,BOMET,-0.72741,35.35065,6,Financial,Stand alone ATM,2013/03/10,1,2
Stand alone ATM,2015/05/11 05:02:12 PM,2015/05/11 05:04:57 PM,ELGEYO MARAKWET,0.67002,35.50824,5,Financial,Stand alone ATM,2011/09/04,1,1
Stand alone ATM,2015/05/12 10:52:10 AM,2015/05/12 10:58:40 AM,KERICHO,-0.33744,35.32152,6,Financial,Stand alone ATM,2008/01/01,2,1
Stand alone ATM,2015/05/12 04:45:48 PM,2015/05/12 05:26:18 PM,BOMET,-0.74198,35.34854,8,Financial,Stand alone ATM,2011/04/11,4,1
Stand alone ATM,2015/05/13 10:03:10 AM,2015/05/13 10:34:42 AM,BOMET,-0.73155,35.3461,5,Financial,Stand alone ATM,2014/04/12,3,1
Stand alone ATM,2015/05/13 04:58:25 PM,2015/05/13 05:03:29 PM,KAKAMEGA,0.28301,34.75455,13,Financial,Stand alone ATM,2015/01/01,2,1
Stand alone ATM,2015/05/14 11:09:53 AM,2015/05/14 11:17:16 AM,LAMU,-2.29405,40.91471,8,Financial,Stand alone ATM,2008/04/07,4,1
Stand alone ATM,2015/05/14 11:44:22 AM,2015/05/14 11:48:54 AM,KAKAMEGA,0.29303,34.76261,14,Financial,Stand alone ATM,2015/01/01,4,1
Stand alone ATM,2015/05/14 11:49:40 AM,2015/05/14 11:54:09 AM,KAKAMEGA,0.29285,34.76255,12,Financial,Stand alone ATM,2015/01/01,1,1
Stand alone ATM,2015/05/15 09:14:52 AM,2015/05/15 09:18:33 AM,NAKURU,-0.77565,36.42871,8,Financial,Stand alone ATM,2015/05/15,1,1
Stand alone ATM,2015/05/15 09:18:55 AM,2015/05/15 09:23:09 AM,NAKURU,-0.7755,36.42875,11,Financial,Stand alone ATM,2015/05/15,2,1
Stand alone ATM,2015/05/08 04:06:38 PM,2015/05/15 10:36:02 AM,BOMET,-0.74423,35.35885,8,Financial,Stand alone ATM,2012/10/11,3,1
Stand alone ATM,2015/05/15 08:53:27 AM,2015/05/15 10:58:51 AM,BOMET,-0.74424,35.35923,12,Financial,Stand alone ATM,2012/04/14,4,1
Stand alone ATM,2015/05/15 10:30:55 AM,2015/05/16 09:23:14 AM,BOMET,-0.72755,35.35095,7,Financial,Stand alone ATM,2013/01/13,3,2
Stand alone ATM,2015/05/15 04:00:42 PM,2015/05/16 09:38:41 AM,EMBU,-0.53516,37.45054,6,Financial,Stand alone ATM,2002/01/01,1,1
Stand alone ATM,2015/05/16 10:59:18 AM,2015/05/16 11:01:18 AM,KERICHO,-0.32005,35.22091,6,Financial,Stand alone ATM,2012/04/16,3,1
Stand alone ATM,2015/05/16 01:55:33 PM,2015/05/16 02:02:12 PM,NAIROBI,-1.26504,36.73827,13,Financial,Stand alone ATM,2007/06/02,3,1
Stand alone ATM,2015/05/18 03:05:53 PM,2015/05/18 05:49:27 PM,KITUI,-0.93525,38.06112,4,Financial,Stand alone ATM,2014/02/22,4,2
Stand alone ATM,2015/05/19 03:33:17 PM,2015/05/19 03:46:26 PM,KERICHO,-0.40427,35.31217,5,Financial,Stand alone ATM,2008/01/01,2,1
Stand alone ATM,2015/05/20 09:43:17 AM,2015/05/20 09:46:55 AM,NYAMIRA,-0.76108,35.01347,4,Financial,Stand alone ATM,2013/01/22,2,1
Stand alone ATM,2015/05/20 11:32:56 AM,2015/05/20 11:36:10 AM,MERU,-0.17899,37.62533,8,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/05/20 01:05:04 PM,2015/05/20 01:16:27 PM,KERICHO,-0.44573,35.13927,7,Financial,Stand alone ATM,2015/05/20,3,2
Stand alone ATM,2015/05/20 01:16:36 PM,2015/05/20 01:20:30 PM,KERICHO,-0.44586,35.13964,10,Financial,Stand alone ATM,2015/05/20,2,3
Stand alone ATM,2015/05/05 12:30:52 PM,2015/05/21 09:17:46 AM,BARINGO,0.04928,35.7261,12,Financial,Stand alone ATM,2013/01/01,1,1
Stand alone ATM,2015/05/05 04:13:27 PM,2015/05/22 11:37:17 AM,TRANS NZOIA,1.01293,35.00269,9,Financial,Stand alone ATM,2014/04/14,4,1
Stand alone ATM,2015/05/22 11:37:30 AM,2015/05/22 11:43:34 AM,TRANS NZOIA,1.013,35.00271,9,Financial,Stand alone ATM,2015/04/20,4,1
Stand alone ATM,2015/05/22 03:17:38 PM,2015/05/22 03:22:56 PM,KIRINYAGA,-0.49652,37.35265,12,Financial,Stand alone ATM,2002/01/02,1,1
Stand alone ATM,2015/05/23 09:57:21 AM,2015/05/23 10:03:53 AM,NAKURU,-0.28523,36.07497,5,Financial,Stand alone ATM,2010/01/01,2,3
Stand alone ATM,2015/05/25 12:44:46 PM,2015/05/25 12:49:58 PM,LAIKIPIA,0.24897,36.5378,13,Financial,Stand alone ATM,2013/05/12,2,1
Stand alone ATM,2015/05/25 05:29:31 PM,2015/05/25 05:33:26 PM,UASIN GISHU,0.52062,35.27621,9,Financial,Stand alone ATM,2011/10/19,1,2
Stand alone ATM,2015/05/25 06:33:42 PM,2015/05/25 06:37:41 PM,UASIN GISHU,0.51916,35.27219,4,Financial,Stand alone ATM,2013/10/11,2,1
Stand alone ATM,2015/05/26 10:54:55 AM,2015/05/26 10:58:23 AM,MAKUENI,-1.53254,37.13133,4,Financial,Stand alone ATM,2008/03/02,2,1
Stand alone ATM,2015/05/27 01:54:41 PM,2015/05/27 01:57:50 PM,HOMA BAY,-0.42585,34.20865,13,Financial,Stand alone ATM,2013/10/12,3,1
Stand alone ATM,2015/05/29 10:36:13 AM,2015/05/29 10:42:57 AM,NANDI,0.5219,35.27774,6,Financial,Stand alone ATM,2014/11/18,3,2
Stand alone ATM,2015/05/29 10:44:17 AM,2015/05/29 10:47:50 AM,KERICHO,-0.36577,35.28365,7,Financial,Stand alone ATM,2009/04/23,4,1
Stand alone ATM,2015/05/29 11:22:36 AM,2015/05/29 11:54:40 AM,MIGORI,-0.90604,34.53189,7,Financial,Stand alone ATM,2012/01/01,3,1
Stand alone ATM,2015/05/29 12:15:23 PM,2015/05/29 12:29:18 PM,NAKURU,-0.30396,36.06771,5,Financial,Stand alone ATM,2013/01/01,2,1
Stand alone ATM,2015/05/29 11:54:46 AM,2015/05/29 12:46:31 PM,MIGORI,-0.89099,34.53172,13,Financial,Stand alone ATM,2013/01/01,3,1
Stand alone ATM,2015/05/29 12:59:06 PM,2015/05/29 02:01:46 PM,KIRINYAGA,-0.49584,37.35101,6,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/05/19 07:32:34 AM,2015/06/02 09:00:57 AM,BOMET,-0.73715,35.37073,5,Financial,Stand alone ATM,2012/08/04,2,1
Stand alone ATM,2015/06/02 11:45:11 AM,2015/06/02 11:49:29 AM,MIGORI,-1.24104,34.47796,5,Financial,Stand alone ATM,2011/01/01,3,1
Stand alone ATM,2015/05/14 01:39:37 PM,2015/06/02 01:03:29 PM,KIRINYAGA,-0.49668,37.35166,5,Financial,Stand alone ATM,2010/04/15,2,1
Stand alone ATM,2015/06/02 01:03:38 PM,2015/06/02 01:07:04 PM,KIRINYAGA,-0.43191,37.31083,4,Financial,Stand alone ATM,2013/05/01,2,1
Stand alone ATM,2015/06/03 08:39:37 AM,2015/06/03 08:43:42 AM,NYANDARUA,-0.3983,36.492,6,Financial,Stand alone ATM,2009/01/01,1,1
Stand alone ATM,2015/06/03 08:39:41 AM,2015/06/03 08:54:46 AM,BOMET,-0.68682,35.11629,5,Financial,Stand alone ATM,2014/05/02,4,1
Stand alone ATM,2015/06/03 09:37:08 AM,2015/06/03 09:40:17 AM,BOMET,-0.68717,35.1143,5,Financial,Stand alone ATM,2008/01/01,3,1
Stand alone ATM,2015/06/04 08:55:49 AM,2015/06/04 08:57:44 AM,KERICHO,-0.58286,35.19036,7,Financial,Stand alone ATM,2013/01/01,2,2
Stand alone ATM,2015/06/04 09:42:29 AM,2015/06/04 09:47:40 AM,MIGORI,-1.19178,34.62108,5,Financial,Stand alone ATM,2013/08/07,2,2
Stand alone ATM,2015/06/03 09:15:12 AM,2015/06/04 12:10:56 PM,BOMET,-0.68709,35.11437,5,Financial,Stand alone ATM,2013/01/23,2,2
Stand alone ATM,2015/06/03 09:40:26 AM,2015/06/05 09:59:04 AM,BOMET,-0.69012,35.11057,13,Financial,Stand alone ATM,2014/01/02,4,1
Stand alone ATM,2015/06/05 10:47:46 AM,2015/06/05 10:54:03 AM,TRANS NZOIA,1.01769,35.00102,6,Financial,Stand alone ATM,2003/12/31,3,1
Stand alone ATM,2015/06/05 04:40:20 PM,2015/06/05 04:49:31 PM,KITUI,-0.936,38.06235,4,Financial,Stand alone ATM,2013/03/12,3,2
Stand alone ATM,2015/04/28 08:04:11 AM,2015/06/06 03:31:14 PM,MAKUENI,-1.3626,36.65359,5,Financial,Stand alone ATM,2013/05/05,3,1
Stand alone ATM,2015/06/08 02:10:59 PM,2015/06/08 02:17:02 PM,VIHIGA,0.12733,34.84856,12,Financial,Stand alone ATM,2013/07/01,2,1
Stand alone ATM,2015/06/09 04:08:15 PM,2015/06/09 04:11:28 PM,NANDI,0.51271,35.28079,4,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/06/09 05:07:51 PM,2015/06/09 05:11:08 PM,NANDI,0.51262,35.28083,5,Financial,Stand alone ATM,2007/01/01,2,1
Stand alone ATM,2015/06/10 02:16:41 PM,2015/06/10 03:17:16 PM,KIAMBU,-0.98958,36.95297,12,Financial,Stand alone ATM,2013/01/01,1,2
Stand alone ATM,2015/06/11 09:43:56 AM,2015/06/11 08:44:30 AM,BOMET,-0.67577,35.13921,9,Financial,Stand alone ATM,2013/11/09,3,1
Stand alone ATM,2015/06/04 12:11:41 PM,2015/06/11 09:55:31 AM,BOMET,-0.68962,35.11205,14,Financial,Stand alone ATM,2013/08/13,1,1
Stand alone ATM,2015/06/11 09:14:29 AM,2015/06/11 10:32:54 AM,VIHIGA,0.15068,34.9291,13,Financial,Stand alone ATM,2015/03/09,1,1
Stand alone ATM,2015/06/11 09:46:38 AM,2015/06/11 10:33:47 AM,BOMET,-0.67572,35.13995,9,Financial,Stand alone ATM,2013/06/11,2,1
Stand alone ATM,2015/06/11 10:40:23 AM,2015/06/11 10:45:06 AM,NANDI,0.25452,35.08155,8,Financial,Stand alone ATM,2008/01/01,4,1
Stand alone ATM,2015/06/11 12:33:55 PM,2015/06/11 12:46:35 PM,KAJIADO,-2.80082,37.53711,10,Financial,Stand alone ATM,2011/06/11,3,1
Stand alone ATM,2015/06/11 05:16:27 PM,2015/06/11 05:24:49 PM,KISUMU,-0.10303,34.7524,6,Financial,Stand alone ATM,2014/01/01,3,1
Stand alone ATM,2015/06/12 08:54:25 AM,2015/06/12 09:04:50 AM,KISUMU,-0.1077,34.7693,6,Financial,Stand alone ATM,2012/01/01,1,1
Stand alone ATM,2015/06/12 09:38:53 AM,2015/06/12 09:56:18 AM,KISUMU,-0.1076,34.76933,5,Financial,Stand alone ATM,2009/03/09,3,1
Stand alone ATM,2015/06/12 11:35:22 AM,2015/06/12 11:40:17 AM,NANDI,0.67002,35.50806,10,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/06/12 12:40:08 PM,2015/06/12 04:01:11 PM,BOMET,-0.67622,35.13961,10,Financial,Stand alone ATM,2013/06/12,4,1
Stand alone ATM,2015/06/13 11:27:48 AM,2015/06/13 11:34:20 AM,NANDI,0.52003,35.27595,11,Financial,Stand alone ATM,2013/08/19,2,1
Stand alone ATM,2015/06/13 11:52:57 AM,2015/06/13 12:00:14 PM,NANDI,0.51913,35.27173,14,Financial,Stand alone ATM,2015/01/19,3,1
Stand alone ATM,2015/06/15 12:35:57 PM,2015/06/15 01:15:53 PM,NAKURU,-0.28508,36.06514,9,Financial,Stand alone ATM,2005/01/01,1,1
Stand alone ATM,2015/06/15 03:04:43 PM,2015/06/15 04:41:24 PM,NAKURU,-0.28462,36.06869,7,Financial,Stand alone ATM,2009/01/01,1,3
Stand alone ATM,2015/06/15 05:07:27 PM,2015/06/15 05:09:59 PM,KAJIADO,-1.89839,36.28845,5,Financial,Stand alone ATM,2014/09/15,2,1
Stand alone ATM,2015/06/16 09:02:32 AM,2015/06/16 09:08:08 AM,NAKURU,-0.3015,36.07314,13,Financial,Stand alone ATM,2008/01/01,1,2
Stand alone ATM,2015/06/15 12:31:30 PM,2015/06/16 09:41:09 AM,NAKURU,-0.28407,36.07377,12,Financial,Stand alone ATM,2008/01/01,1,3
Stand alone ATM,2015/06/17 09:40:55 AM,2015/06/17 09:48:37 AM,NAKURU,-0.2833,36.07255,11,Financial,Stand alone ATM,2000/01/07,3,1
Stand alone ATM,2015/06/17 05:43:25 PM,2015/06/17 05:47:08 PM,NANDI,0.51509,35.2741,11,Financial,Stand alone ATM,2014/11/01,2,1
Stand alone ATM,2015/06/18 11:10:38 AM,2015/06/18 11:16:18 AM,NAKURU,-0.2843,36.07254,5,Financial,Stand alone ATM,2009/01/01,3,5
Stand alone ATM,2015/06/18 02:38:06 PM,2015/06/18 02:48:50 PM,NYAMIRA,-0.60361,34.95801,14,Financial,Stand alone ATM,2014/02/14,2,1
Stand alone ATM,2015/06/18 03:54:39 PM,2015/06/18 03:57:56 PM,NANDI,0.07181,35.13926,14,Financial,Stand alone ATM,2013/02/04,3,1
Stand alone ATM,2015/06/19 11:17:12 AM,2015/06/19 11:26:52 AM,KERICHO,-0.3166,35.37541,11,Financial,Stand alone ATM,2007/07/01,2,1
Stand alone ATM,2015/06/19 11:27:09 AM,2015/06/19 11:32:18 AM,KERICHO,-0.31655,35.37529,10,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/06/19 01:32:51 PM,2015/06/19 01:49:23 PM,KERICHO,-0.33994,35.34603,6,Financial,Stand alone ATM,2012/04/01,2,1
Stand alone ATM,2015/06/19 03:05:27 PM,2015/06/19 03:27:29 PM,KERICHO,-0.35546,35.34849,7,Financial,Stand alone ATM,2013/01/01,2,1
Stand alone ATM,2015/06/19 01:53:54 PM,2015/06/19 04:38:58 PM,KERICHO,-0.36824,35.28137,13,Financial,Stand alone ATM,2009/03/17,4,6
Stand alone ATM,2015/06/20 10:26:40 AM,2015/06/20 10:31:08 AM,KAKAMEGA,0.28865,34.75766,14,Financial,Stand alone ATM,2015/01/01,2,1
Stand alone ATM,2015/06/17 10:48:40 AM,2015/06/20 11:21:37 AM,BOMET,-0.61892,35.27111,6,Financial,Stand alone ATM,2013/08/18,3,1
Stand alone ATM,2015/06/20 03:24:19 PM,2015/06/20 03:35:12 PM,KERICHO,-0.47213,35.18545,8,Financial,Stand alone ATM,2014/01/01,2,1
Stand alone ATM,2015/06/22 09:27:26 AM,2015/06/22 09:36:52 AM,NAIROBI,-1.28778,36.82786,8,Financial,Stand alone ATM,2010/01/01,4,1
Stand alone ATM,2015/06/22 11:41:27 AM,2015/06/22 11:46:05 AM,NAIROBI,-1.28125,36.8229,12,Financial,Stand alone ATM,2013/06/22,4,1
Stand alone ATM,2015/06/22 12:00:23 PM,2015/06/22 12:08:58 PM,NAIROBI,-1.28759,36.82519,8,Financial,Stand alone ATM,2015/06/22,3,1
Stand alone ATM,2015/06/22 05:54:43 PM,2015/06/22 05:58:30 PM,NYERI,-0.39363,37.00168,4,Financial,Stand alone ATM,2012/06/17,2,1
Stand alone ATM,2015/06/22 05:58:45 PM,2015/06/22 06:02:45 PM,NYERI,-0.39365,37.00161,7,Financial,Stand alone ATM,2012/03/19,2,1
Stand alone ATM,2015/06/23 08:51:00 AM,2015/06/23 09:04:02 AM,NAIROBI,-1.29205,36.80991,10,Financial,Stand alone ATM,2009/01/01,2,1
Stand alone ATM,2015/06/23 09:04:17 AM,2015/06/23 09:20:18 AM,NAIROBI,-1.29236,36.81343,6,Financial,Stand alone ATM,2009/01/01,4,2
Stand alone ATM,2015/06/23 09:43:33 AM,2015/06/23 09:50:04 AM,NAIROBI,-1.29193,36.81301,6,Financial,Stand alone ATM,2015/05/21,4,2
Stand alone ATM,2015/06/23 10:23:35 AM,2015/06/23 10:26:19 AM,NAIROBI,-1.30746,36.82344,7,Financial,Stand alone ATM,2010/05/22,3,1
Stand alone ATM,2015/06/23 10:26:46 AM,2015/06/23 10:33:22 AM,NAIROBI,-1.30741,36.82333,7,Financial,Stand alone ATM,2012/05/22,2,1
Stand alone ATM,2015/06/23 10:33:41 AM,2015/06/23 10:39:59 AM,NAIROBI,-1.30763,36.82263,5,Financial,Stand alone ATM,2013/05/22,3,1
Stand alone ATM,2015/06/23 10:40:18 AM,2015/06/23 11:27:37 AM,NAIROBI,-1.30779,36.82251,7,Financial,Stand alone ATM,2009/05/21,3,1
Stand alone ATM,2015/06/23 11:26:43 AM,2015/06/23 11:32:00 AM,UASIN GISHU,0.51247,35.28079,10,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/06/23 11:32:12 AM,2015/06/23 11:39:08 AM,UASIN GISHU,0.51253,35.28089,10,Financial,Stand alone ATM,2012/01/01,2,1
Stand alone ATM,2015/06/23 11:41:22 AM,2015/06/23 11:44:45 AM,NAIROBI,-1.30771,36.82252,6,Financial,Stand alone ATM,2013/07/21,3,1
Stand alone ATM,2015/06/23 12:31:35 PM,2015/06/23 12:34:56 PM,NAIROBI,-1.30146,36.77984,5,Financial,Stand alone ATM,2010/06/23,3,1
Stand alone ATM,2015/06/24 09:07:27 AM,2015/06/24 09:11:51 AM,NAIROBI,-1.29997,36.78993,5,Financial,Stand alone ATM,2000/01/01,1,1
Stand alone ATM,2015/06/24 09:18:01 AM,2015/06/24 09:22:22 AM,NAIROBI,-1.2999,36.79,5,Financial,Stand alone ATM,2004/01/01,1,1
Stand alone ATM,2015/06/24 09:21:09 AM,2015/06/24 09:24:21 AM,NAIROBI,-1.29015,36.77073,5,Financial,Stand alone ATM,2015/04/01,2,1
Stand alone ATM,2015/06/24 09:20:33 AM,2015/06/24 09:31:10 AM,NAIROBI,-1.30039,36.78688,14,Financial,Stand alone ATM,2004/01/01,2,2
Stand alone ATM,2015/06/24 09:31:18 AM,2015/06/24 09:39:08 AM,NAIROBI,-1.30029,36.7869,14,Financial,Stand alone ATM,2010/01/01,2,1
Stand alone ATM,2015/06/24 09:39:16 AM,2015/06/24 09:48:06 AM,NAIROBI,-1.30052,36.78643,9,Financial,Stand alone ATM,2009/01/01,1,1
Stand alone ATM,2015/06/24 09:46:48 AM,2015/06/24 09:50:44 AM,NAIROBI,-1.29026,36.77072,6,Financial,Stand alone ATM,2010/06/24,3,1
