County,GPS Latitude,GPS Longitude
NAKURU,-0.49993999999999994,36.324909999999996
NAIROBI,-1.29764,36.81358
NAIROBI,-1.3125799999999999,36.7778
NAIROBI,-1.33694,36.91962
NAIROBI,-1.27148,36.9975
KERICHO,-0.36807,35.28478
NAIROBI,-1.28751,36.82714
KERICHO,-0.36632,35.2896
NYANDARUA,-0.27223,36.37471
NAIROBI,-1.29948,36.75974
NAIROBI,-1.28623,36.82696
LAIKIPIA,0.03302,36.365120000000005
NAIROBI,-1.2859399999999999,36.82336
LAIKIPIA,0.03436,36.3644
NYANDARUA,-0.27002,36.3749
LAIKIPIA,0.03447,36.36384
NAKURU,-0.25238,35.732409999999994
LAIKIPIA,0.03444,36.36392
NAKURU,-0.28315,36.07442
KIAMBU,-1.0044899999999999,36.743320000000004
NAIROBI,-1.28554,36.82626
KIAMBU,-1.03509,37.0744
NAKURU,-0.37301999999999996,35.68391
MURANGA,-0.72049,37.15961
